,author,statement,source,date,target
1175,Tom Kertscher,"Says ""Eric Holder and his group came in and made"" the Wisconsin Supreme Court race ""highly partisan.""",Scott Walker,"April 11, 2018",barely-true
1176,Jon Greenberg,"EPA administrator Scott Pruitt's short-term rental ""was about market rate.""",Donald Trump,"April 10, 2018",barely-true
1177,Manuela Tobias,"Says Scott Pruitt’s security spending was ""somewhat more"" than his predecessor.",Donald Trump,"April 10, 2018",barely-true
1178,Kiannah Sepeda-Miller,"A recent stomach virus outbreak at the beleaguered Quincy Veterans’ Home shows Gov. Bruce Rauner ""is letting persistent health issues jeopardize the wellbeing of our nation’s heroes.""",JB Pritzker,"April 10, 2018",barely-true
1179,Louis Jacobson,"""This will be the last time — April — that you’re going to (fill out) that old-fashioned, big, lots of pages, complicated tax form. Because next April you’re going to, in many cases, (file) one page, one card. It’s going to be very, very different. Very, very different.""",Donald Trump,"April 9, 2018",barely-true
1180,Tom Kertscher,"""Paul Ryan has blocked all action to strengthen our gun laws.""",Giffords,"April 6, 2018",barely-true
1181,Miriam Valverde,"""We’ve started building the wall.""",Donald Trump,"April 4, 2018",barely-true
1182,Louis Jacobson,"Mexico has ""very strong border laws -- ours are pathetic.""",Donald Trump,"April 2, 2018",barely-true
1183,John Kruzel,"""Last year we lost $500 billion on trade with China.""",Donald Trump,"March 28, 2018",barely-true
1184,Tom Kertscher,"Says Rebecca Dallet is a ""hypocrite"" because she ""took money from attorneys with over 100 cases before her.""",Republican Party of Wisconsin,"March 28, 2018",barely-true
1185,Louis Jacobson,"Small businesses in West Virginia ""make up about 96 percent of our state's economy.""",Joe Manchin,"March 26, 2018",barely-true
1186,Dan Clark,"""Since taking office, Andrew Cuomo has given massive tax breaks to corporations and the super rich.""",Cynthia Nixon,"March 23, 2018",barely-true
1187,Amy Sherman,"""In the Senate, (Mike) DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security. And in Ohio, DeWine allowed illegal immigrants to receive driver's licenses.""",Onward Ohio,"March 23, 2018",barely-true
1188,Jon Greenberg,"Says Donald ""Trump decided to *not* work with Cambridge Analytica during the election.""",Jack Posobiec,"March 21, 2018",barely-true
1189,Paul Specht,"""Mark Harris worked to stop Trump from being president.""",Robert Pittenger,"March 16, 2018",barely-true
1190,Tom Kertscher,"""A quarter of our guns are sold outside of the background checks.""",Steve Bullock,"March 16, 2018",barely-true
1191,Louis Jacobson,"""We do have a Trade Deficit with Canada, as we do with almost all countries (some of them massive).""",Donald Trump,"March 15, 2018",barely-true
1192,Jon Greenberg,"""The Obama administration had cut $300 million from school safety.""",Ted Cruz,"March 9, 2018",barely-true
1193,Chris Nichols,"""California won’t let law enforcement officers like you and your people transfer prisoners to ICE custody or even to communicate with ICE that you’re about to release them from your custody — people that ICE is looking for.""",Jeff Sessions,"March 7, 2018",barely-true
1194,Eric Litke,"""When @ScottWalker told firefighters we didn’t need to worry about Act 10, we said hell no, we stand with working Wisconsinites everywhere.""",Mahlon Mitchell,"March 7, 2018",barely-true
1195,Allison Graves,"Florida’s school marshal program passed by the Florida House is the ""first-of-its kind.""",Richard Corcoran,"March 6, 2018",barely-true
1196,Louis Jacobson,"President Donald ""Trump’s latest set of sanctions against companies and countries benefiting North Korea includes every nation but one making shipments to (North Korea). The one nation Trump exempted from his punitive ban was . . . wait for it . . . drumroll: Russia.""",Laurence Tribe,"March 6, 2018",barely-true
1197,Jon Greenberg,"""Electrolux, Sweden's largest appliance maker, has just abandoned a $250 million investment in the United States because of the steel tariffs. That is retaliation.""",Stuart Varney,"March 5, 2018",barely-true
1198,W. Gardner,"Says abortion is ""the leading cause of death for black Americans and kills as many as 1,000 black children every day.""",Jason Isaac,"• March 2,",barely-true
1199,Jon Greenberg,"In comparing mass shootings, ""France had a higher casualty rate in one year than the entire two administrations of Barack Obama.""",Dana Loesch,"February 27, 2018",barely-true
1200,Miriam Valverde,"""Mass shootings went up 200 percent in the decade after the assault weapons ban expired.""",Ted Deutch,"February 23, 2018",barely-true
1201,W. Gardner,"""Last year, I proposed directing more of the education budget to teacher salaries, a move that would have resulted in an average $10,000 raise for teachers.""",Dan Patrick,"• February 23,",barely-true
1202,Allison Graves,"""Here in Florida, despite 14 school shootings in eight years, we still have some of the weakest gun laws in the nation.""",Philip Levine,"February 23, 2018",barely-true
1203,Louis Jacobson,"In most states, you can buy an assault rifle with no proof of ID, but in every state, you need proof of ID to vote.",Viral image,"February 22, 2018",barely-true
1204,Louis Jacobson,"""I have been much tougher on Russia than Obama, just look at the facts. Total Fake News!""",Donald Trump,"February 20, 2018",barely-true
1205,Dan Clark,"""I don’t need a lecture from Kirsten Gillibrand or anybody else who protected and defended and harbored a sitting president who had sexual relations in the Oval Office and was impeached for lying.""",Kellyanne Conway,"February 16, 2018",barely-true
1206,Brett Chase,"Says he has a plan for ""$1 billion in tax relief for Illinois.""",Bruce Rauner,"February 16, 2018",barely-true
1207,Tom Kertscher,"""In the rest of the world, there have been 18 school shootings in the last twenty years. In the U.S., there have been 18 school shootings since January 1.""",Jeff Greenfield,"February 15, 2018",barely-true
1208,Manuela Tobias,"""Heitkamp has voted against Trump 68 percent of time.""",National Republican Senatorial Committee,"February 9, 2018",barely-true
1209,Mica Soellner,"""The Democrats are pushing for Universal HealthCare while thousands of people are marching in the UK because their U system is going broke and not working.""",Donald Trump,"February 8, 2018",barely-true
1210,Amy Sherman,"Says Mike DeWine ""interfered with and stifled"" a sexual harassment investigation and then ""eliminated the office that investigated harassment claims within the AG’s office.""",Ohio Democratic Party,"February 6, 2018",barely-true
1211,Tom Kertscher,"""We invested"" in our transportation system ""$24 billion over eight years. That’s $3 billion more than what former Governor Jim Doyle spent on transportation over the same period of time.""",Scott Walker,"February 6, 2018",barely-true
1212,W. Gardner,Says the Texas Department of Agriculture didn’t notify over 700 Texas students about a computer hack releasing critical personal information including Social Security numbers until 32 days after the breach.,Trey Blocker,"• February 5,",barely-true
1213,Manuela Tobias,"""Instead of two for one, we have cut 22 burdensome regulations for everyone new rule.""",Donald Trump,"February 2, 2018",barely-true
1214,Manuela Tobias,"""45.6 million people watched (the State of the Union), the highest number in history. @FoxNews beat every other Network, for the first time ever, with 11.7 million people tuning in.""",Donald Trump,"February 1, 2018",barely-true
1215,John Kruzel,"""We have the highest graduation rate of basketball players in the history of the NCAA. We have the highest graduation rate of African-American basketball players in the history of the NCAA in basketball.""",John Calipari,"February 1, 2018",barely-true
1216,Miriam Valverde,"""A single immigrant can bring in unlimited numbers of distant relatives.""",Donald Trump,"January 31, 2018",barely-true
1217,Tom Kertscher,"Says Paul Soglin took Madison backward -- ""businesses have left and murders have gone up.""",Scott Walker,"January 31, 2018",barely-true
1218,Allison Graves,"""In the past, we have foolishly released hundreds and hundreds of dangerous terrorists, only to meet them again on the battlefield — including the ISIS leader, al-Baghdadi, who we captured, who we had, who we released.""",Donald Trump,"January 31, 2018",barely-true
1219,Jon Greenberg,"""We are now, very proudly, an exporter of energy to the world.""",Donald Trump,"January 31, 2018",barely-true
1220,Louis Jacobson,"""After years of wage stagnation, we are finally seeing rising wages.""",Donald Trump,"January 30, 2018",barely-true
1221,Jon Greenberg,"Work requirements ""have been proven to help impoverished families move from dependency to self-sufficiency.""",Heartland Institute,"January 26, 2018",barely-true
1222,D.L. Davis,"""Road projects across the state are staying on track or getting done sooner thanks to the good work of the team at the Wisconsin Department of Transportation.""",Scott Walker,"January 26, 2018",barely-true
1223,Manuela Tobias,"Mexico is ""now rated the number one most dangerous country in the world.""",Donald Trump,"January 24, 2018",barely-true
1224,Manuela Tobias,"Says Evan Jenkins was Sen. Joe Manchin’s ""spokesperson. It’s true!""",Patrick Morrisey,"January 22, 2018",barely-true
1225,Louis Jacobson,"In a government shutdown, ""what they are really doing is shutting down our military.""",Donald Trump,"January 17, 2018",barely-true
1226,Jon Greenberg,"Says the Obama administration ""sold perhaps the best located and finest embassy in London ... only to build a new one in an off location for 1.2 billion dollars.""",Donald Trump,"January 12, 2018",barely-true
1227,Paul Specht,"""A ‘gerrymander’ is by definition and common understanding, a strange looking ‘monster’ drawing. This map is clearly not that.""",Robin Hayes,"January 10, 2018",barely-true
1228,Jon Greenberg,"When President Barack Obama ""signed the executive order (on DACA, he) actually said he doesn't have the right to do this.""",Donald Trump,"January 9, 2018",barely-true
1229,Allison Graves,"Says James Comey suggested and CNN reported that the basis of the wiretapping warrant for Trump adviser Carter Page was ""all based on a dossier.""",Elizabeth Foley,"January 5, 2018",barely-true
1230,Paul Specht,"""Death penalty opponents like Roy Cooper and Josh Stein have imposed a de-facto moratorium on capital punishment.""",Phil Berger,"January 3, 2018",barely-true
1231,Louis Jacobson,"The new tax law is ""kicking the American economy into high gear with $5.5 trillion in tax cuts.""",Donald Trump,"January 3, 2018",barely-true
1232,Amy Sherman,"""Trump vows to end winter heating assistance for elderly and disabled.""",Democrats Rising,"January 3, 2018",barely-true
1233,Tom Kertscher,"In Milwaukee, ""murder is up an astonishing 57 percent.""",Jeff Sessions,"January 3, 2018",barely-true
1234,Matt Dietrich,"""(Fritz) Kaegi managed a fund that invested nearly $30 million in private prisons.""",Joe Berrios,"December 29, 2017",barely-true
1235,Katelyn Brown,"""We've seen funding increases for schools. We haven't seen a corresponding performance increase.""",Parker Briden,"December 26, 2017",barely-true
1236,Emma Diltz,"""Check out the record of #jobs created by #TaxCuts 7.8 million new jobs after Bush’s 2003 tax cuts 12 million new jobs after Kennedy's 1964 tax cuts 14.8 MILLION new jobs after Ronald Reagan’s tax cuts in 1981.""",Jason Smith,"December 24, 2017",barely-true
1237,Dan Clark,"On the Republican tax plan: ""Unfortunately, the wealthy are, again, not going to do well in this bill""",Claudia Tenney,"December 21, 2017",barely-true
1238,Chris Nichols,"""This new gas tax does not increase (road) capacity anywhere in the state. It will build no new lanes of freeways. If Californians didn’t like their traffic before, they’re going to like it even less when they’re stuck in the exact same traffic and paying more for their gas.""",Travis Allen,"December 14, 2017",barely-true
1239,Matt Dietrich,"""The candidates controlled by Madigan, all of them have said, ‘The answer to our problems is a massive income tax hike.’ """,Bruce Rauner,"December 14, 2017",barely-true
1240,Louis Jacobson,"""Even with full control of the House, Senate and White House, Republicans have still failed to deliver on their promise of higher wages for working families.""",Nancy Pelosi,"December 12, 2017",barely-true
1241,Jon Greenberg,"""In a 2014 case involving a man convicted of abusing two underage girls, Judge Roy Moore disagreed and wrote the dissenting opinion.""",Doug Jones,"December 6, 2017",barely-true
1242,Amy Sherman,"""Obama released 10 Russian agents from U.S. custody in 2010 during Hillary’s uranium deal.""",PuppetStringNews.com,"December 6, 2017",barely-true
1243,Zari Tarazona,"""GDP is booming. Let’s spread the prosperity to the middle class with big #TaxCuts. Our #TaxReform package doubles standard deduction, brings $$$ back home, and reduces rates for ALL taxpayers. We will #MAGA.""",Lou Barletta,"December 6, 2017",barely-true
1244,Tom Kertscher,"Wisconsin's Lincoln Hills youth prison has a ""66 percent recidivism rate,"" while ""states like Missouri, that have more of a regional model -- 8 percent.""",Gordon Hintz,"December 6, 2017",barely-true
1245,W. Gardner,"""Only 20 percent of our current graduates from Texas high schools go ahead and achieve either a national certificate or a community college degree -- or a college degree.""",Tom Luce,"• December 5,",barely-true
1246,Kevin Crowe,"Wisconsin has ""the fastest-shrinking middle class in the country.""",Mahlon Mitchell,"November 29, 2017",barely-true
1247,John Kruzel,"Says Alabama Senate candidate Doug Jones ""wants to raise taxes.""",Donald Trump,"November 28, 2017",barely-true
1248,Emily McCarter,"Says Josh Hawley ""broke his promise to create a Public Corruption Unit to crack down on the pay-to-play culture of Jefferson City.""",Claire McCaskill,"November 24, 2017",barely-true
1249,Paul Specht,"The North Carolina bathroom bill ""was really never repealed.""",Pat McCrory,"November 22, 2017",barely-true
1250,Dan Clark,"""Bump stocks are already illegal in the state of New York. You can't buy one.""",Andrew Cuomo,"November 17, 2017",barely-true
1251,Amy Sherman,"""Breaking! Roy Moore’s accuser worked for Democratic leaders and is actively campaigning for Moore’s opponent.""",Activist Mommy,"November 15, 2017",barely-true
1252,Manuela Tobias,"""The Democrats filibustered the legislation that would’ve resulted in this shooter being in federal prison instead of murdering those innocents in that Texas church.""",Ted Cruz,"November 10, 2017",barely-true
1253,Matt Dietrich,"""The Legislative Ethics Commission continues to function.""",Michael Madigan,"November 9, 2017",barely-true
1254,Miriam Valverde,"""There are no background checks on long guns (AR15s) in Texas.""",Alyssa Milano,"November 6, 2017",barely-true
1255,Manuela Tobias,"Says Evan ""Jenkins has the same positions on the issues as Joe Manchin: supporting Hillary (Clinton), supporting cap-and-trade, supporting Planned Parenthood, many tax increases.""",Patrick Morrisey,"November 6, 2017",barely-true
1256,Paul Specht,"Charles Francis ""vows to slash funding for parks and open space.""",Nancy McFarlane,"November 6, 2017",barely-true
1257,Allison Graves,"Says Florida ""workers are paid $8.10 an hour, and our current governor (Rick Scott) runs ads bragging about it.""",Philip Levine,"November 6, 2017",barely-true
1258,Joshua Gillin,"""California Democrat Maxine Waters charged on 3 counts.""",Bloggers,"November 2, 2017",barely-true
1259,Louis Jacobson,"Says the diversity visa lottery program is ""a Chuck Schumer beauty.""",Donald Trump,"November 1, 2017",barely-true
1260,Miriam Valverde,"Says HIV and AIDS rates have spiked ""due to increased heroin and fentanyl use.""",Edward Markey,"October 31, 2017",barely-true
1261,Tateanna McCaskill,"The University of Missouri saw ""the biggest drop in enrollment of any major university in the country"" since the 2015 protests.",Eric Greitens,"October 30, 2017",barely-true
1262,Jon Greenberg,"Says Paul Manafort’s alleged crimes were ""years ago, before Paul Manafort was part of the Trump campaign.""",Donald Trump,"October 30, 2017",barely-true
1263,Joshua Gillin,"""People who die from a home invasion make up a sad but minuscule .04% of all gun murders in the U.S. And over a third of them are killed by their own gun that the criminal has either stolen or wrestled from them.""",Michael Moore,"October 25, 2017",barely-true
1264,Allison Graves,"""Opioid crisis (is) the worst in ObamaCare expansion states!""",Matt Gaetz,"October 23, 2017",barely-true
1265,Matt Dietrich,"""And over the last six years, Chicago’s economy has grown faster than the economies of New York City, Washington, D.C., or the national average.""",Rahm Emanuel,"October 20, 2017",barely-true
1266,Allison Colburn,"""And I think that his engagement with Congress is something that never happened under President Obama. They were never allowed to debate it. They were never allowed to discuss it. So, now Congress is going to be fully engaged on the threats of Iran.""",Nikki Haley,"October 19, 2017",barely-true
1267,Jon Greenberg,"""The cost-sharing reductions (were) a gift (that) they gave the insurance companies.""",Donald Trump,"October 18, 2017",barely-true
1268,Jon Greenberg,"""State government spending is at an all-time high. The state is on track to spend more in this fiscal year — more than $17.9 billion — than at any time in state history.""",Oklahoma Council of Public Affairs,"October 17, 2017",barely-true
1269,Manuela Tobias,"""A California health care CEO is promising to reduce our prescription drug costs.""",Ohioans Against Deceptive Rx Ballot Issue,"October 13, 2017",barely-true
1270,Manuela Tobias,"An Ohio ballot issue would address the fact that ""we’ve gone from paying about $100 for Epipens to over $600 ... We don’t have a choice but to pay it and the drug companies know it.""",Ohio Taxpayers for Lower Drug Prices,"October 13, 2017",barely-true
1271,Tom Kertscher,"The Republican tax reform proposal is focused on tax breaks for the middle class ""and not about people who are really high-income earners getting a tax break.""",Paul Ryan,"October 13, 2017",barely-true
1272,Miriam Valverde,"""Loopholes in current law prevent ‘Unaccompanied Alien Children’ (UACs) that arrive in the country illegally from being removed.""",Donald Trump,"October 11, 2017",barely-true
1273,Katie Parkins,"""It's time to remove any statue of Margaret Sanger who was a white suprematist (sic), spoke at kkk events & supported by democrats. #prolife""",Andrew Koenig,"October 5, 2017",barely-true
1274,Louis Jacobson,"In the Alabama Senate runoff, ""the candidate I endorsed (Luther Strange) went up MANY points after endorsement!""",Donald Trump,"October 2, 2017",barely-true
1275,Tom Kertscher,"""California, New York and Massachusetts, they represent about 20 percent of the population, they get close to 36 percent of Obamacare funding. It's just simply inequitable.""",Ron Johnson,"September 29, 2017",barely-true
1276,Jon Greenberg,"""The current city mayor (Kasim Reed) has been virtually absent in terms of regional cooperation the last eight years.""",John Eaves,"September 28, 2017",barely-true
1277,Miriam Valverde,"""If you pass the so-called Dream Act, it will be the single biggest amnesty in the history of the United States, even bigger than the 1986 amnesty.""",Tom Cotton,"September 26, 2017",barely-true
1278,Manuela Tobias,"""NFL attendance and ratings are WAY DOWN. Boring games yes, but many stay away because they love our country.""",Donald Trump,"September 24, 2017",barely-true
1279,Jon Greenberg,"The Graham-Cassidy health care bill does ""include coverage of pre-existing conditions.""",Donald Trump,"September 21, 2017",barely-true
1280,W. Gardner,"Says Ted Cruz is the ""same senator who once supported a ban on sex toys.""",New York Post,"• September 21,",barely-true
1281,Louis Jacobson,"Under the Graham-Cassidy health insurance bill, in ""states like Maine, Virginia, Florida, Missouri, there will be billions more dollars to provide health insurance coverage for those in those states who have been passed by by Obamacare.""",Bill Cassidy,"September 20, 2017",barely-true
1282,Jon Greenberg,"Says Roy Moore is ""on the wrong side of Trump’s border wall.""",Senate Leadership Fund,"September 18, 2017",barely-true
1283,Allison Graves,"The mobilization of the military in response to the storms in Puerto Rico and the U.S. Virgin Islands ""is the largest ever mobilization of our military in a naval and marine operation"" and an Air Force carrier there ""was the first-ever as well.""",Tom Bossert,"September 14, 2017",barely-true
1284,Miriam Valverde,"""Muslims’ disturbing plan comes out after grocery stores go bare to prepare for Irma.""",Freedom Daily,"September 12, 2017",barely-true
1285,Tom Kertscher,"""Paul Ryan doesn't know what the minimum wage is in Wisconsin.""",Tweets,"September 11, 2017",barely-true
1286,Katie Parkins,"""The governor’s cuts would kick over 8,000 people out of their homes.""",Crystal Quade,"September 10, 2017",barely-true
1287,W. Gardner,"""Schools in Austin Independent School District are teaching children as young as 4 years old that their gender is fluid – that they’re not a boy or a girl and they can choose whichever gender they want.""",Glenna Hodge,"• September 8,",barely-true
1288,Tom Kertscher,"Says Tony Evers ""allowed a middle-school teacher found guilty of spreading pornographic material at school to keep teaching students.""",Republican Party of Wisconsin,"September 8, 2017",barely-true
1289,Allison Graves,"""We're still doing dumb things like telling the parent of an 11-year-old that it's against the law for them to tell their parents what they were tested on ... That will end when I'm governor.""",Adam Putnam,"September 7, 2017",barely-true
1290,Tom Kertscher,"""In 1986, President Ronald Reagan"" cut the business tax rate to 34 percent and ""it worked -- our economy boomed, the middle class thrived and median family income increased.""",Donald Trump,"September 6, 2017",barely-true
1291,Louis Jacobson,"Says President Barack Obama’s policy known as DACA ""contributed to a surge of minors at the southern border.""",Jeff Sessions,"September 5, 2017",barely-true
1292,Tom Kertscher,"Says Aaron Rodgers ""is not the highest tax rate payer"" in Wisconsin, it's ""the single mom getting 24 grand in benefits with two kids who will lose 80 cents on the dollar if she goes and takes a job.""",Paul Ryan,"September 1, 2017",barely-true
1293,Jon Greenberg,"""Two-thirds of the (Hurricane Sandy relief) bill had nothing to do with Sandy.""",Ted Cruz,"August 30, 2017",barely-true
1294,Miriam Valverde,"""As of 2014, illegal aliens made up roughly 3.5 percent of our population, and committed over 10 percent of all murders.""",Matt Gaetz,"August 30, 2017",barely-true
1295,Manuela Tobias,"Says former President Barack Obama ""pardoned a traitor who gave U.S. enemies state secrets, he also pardoned a terrorist who killed Americans.""",Katie Pavlich,"August 30, 2017",barely-true
1296,Tom Kertscher,"Says Foxconn didn't keep a promise to build a plant in Pennsylvania because ""Pennsylvania changed governors.""",Scott Walker,"August 25, 2017",barely-true
1297,Manuela Tobias,"Says Kelli Ward hosted a town hall on ""chemtrail conspiracy theories"" and is open to sponsoring chemtrails legislation.",Senate Leadership Fund,"August 25, 2017",barely-true
1298,Joshua Gillin,"Says the Joker's ""Red Hood"" origin story is ""the true one.""",Jake Tapper,"August 25, 2017",barely-true
1299,Allison Graves,"""We’ve got a police station that’s under construction right now, they are actually ahead of schedule and under budget.""",Rick Kriseman,"August 24, 2017",barely-true
1300,Manuela Tobias,"""No president in history has imposed larger personal lifestyle costs on the taxpayer than Donald Trump.""",David Frum,"August 23, 2017",barely-true
1301,Eric Litke,"""We took Wisconsin from the Bottom 10 for business to the Top 10.""",Scott Walker,"August 23, 2017",barely-true
1302,Chris Nichols,"""Crime has been getting worse since Jerry Brown was elected governor.""",John Moorlach,"August 22, 2017",barely-true
1303,Paul Specht,"Gov. Roy Cooper has ""filed nearly one lawsuit a month, with every single one of them an attempt to extend his own power.""",David Lewis,"August 22, 2017",barely-true
1304,Joshua Gillin,"""(For) white working-class America, death rates among white men are up 20 percent.""",Alex Castellanos,"August 20, 2017",barely-true
1305,Paul Specht,"House Bill 330 ""grants immunity from liability to motorists who strike protesters.""",Roy Cooper,"August 16, 2017",barely-true
1306,John Kruzel,"""The idea of putting up (Confederate) monuments actually didn’t happen right after the Civil War. It happened during the 1960s.""",Joy Reid,"August 15, 2017",barely-true
1307,Amy Sherman,"Says Jose Felix Diaz supports President Donald Trump's ""plan to slash Medicare, charge older Americans an age tax and cut coverage for pre-existing conditions.""",Florida Democratic Legislative Campaign Committee,"August 14, 2017",barely-true
1308,Dan Clark,"""Violent crimes where a firearm is used have remained static since 2013 in both New York State and Erie County""",Chris Collins,"August 11, 2017",barely-true
1309,Allison Graves,"Says that compared to Rick Baker's time as mayor, Kriseman ""had wet weather events that he did not experience"" that caused sewage spills. Baker ""went through significant periods of drought during his time as mayor.""",Rick Kriseman,"August 10, 2017",barely-true
1310,Devi Shastri,"Says Scott Walker ""has taken money away from internet expansion in our state.""",Andy Gronik,"August 10, 2017",barely-true
1311,Tom Kertscher,"""You have almost half the counties in America that have one provider or no provider for insurance"" on the Obamacare exchanges.",Sean Duffy,"August 4, 2017",barely-true
1312,Louis Jacobson,"""Business spirit is the highest it's ever been, according to polls.""",Donald Trump,"July 31, 2017",barely-true
1313,Nick Reid,"California and New York are ""the two biggest polluting states in the country.""",Chris Sununu,"July 28, 2017",barely-true
1314,Amy Sherman,"""In order to sell insurance in Florida there are over 40 separate individual conditions that must be covered. ... far beyond the essential health benefits included in Obamacare.""",Marco Rubio,"July 27, 2017",barely-true
1315,Louis Jacobson,"""The person in charge of the Hillary investigation, Andrew McCabe, got $700,000 from (Hillary Clinton) for wife!""",Donald Trump,"July 25, 2017",barely-true
1316,Mark Dent,"Preliminary murder rates in Philadelphia ""will put the murder rate at the highest of this decade in the city.""",Jeff Sessions,"July 24, 2017",barely-true
1317,Miriam Valverde,"""According to a recent study from the University of California Riverside, (sanctuary) cities with these policies have more violent crime on average than those that don’t.""",Jeff Sessions,"July 24, 2017",barely-true
1318,Manuela Tobias,"Just 6 percent of Americans say Russia is the country’s most important issue, yet the story receives ""75 percent of the coverage"" in the media.",Kellyanne Conway,"July 23, 2017",barely-true
1319,Amy Sherman,"""Elizabeth Warren doesn't think Obamacare goes far enough: ‘The next step is single payer.' Does Sen. Nelson agree? He has in the past ... Sen. Nelson votes with Warren 90 percent of the time.""",National Republican Senatorial Committee,"July 19, 2017",barely-true
1320,Miriam Valverde,"""I've gotten rid of the Johnson Amendment … I signed an executive order so that now ... ministers and and preachers and rabbis and whoever it may be, they can speak. You know, you couldn’t speak politically before, now you can.""",Donald Trump,"July 18, 2017",barely-true
1321,Tom Kertscher,"Says Tom Barrett ""has directed that tens of millions of City of Milwaukee tax dollars be used for the construction of a downtown trolley at the expense of: health and public safety; repair and replacement of public infrastructure; public education; and, job creation and economic development.""","Save Our City, Milwaukeeans Can't Wait","July 14, 2017",barely-true
1322,Joshua Gillin,"""Collusion is not illegal.""",Eric Bolling,"July 12, 2017",barely-true
1323,Manuela Tobias,"Medicaid ""is contributing to 70 percent of our budget deficit right now. It’s the one that is in our lap because of Obamacare.""",Pat Toomey,"July 12, 2017",barely-true
1324,Allison Graves,"""Midtown crime is up by 30 percent the last quarter.""",Rick Baker,"July 11, 2017",barely-true
1325,Manuela Tobias,"Says because of Donald Trump, ""the IRS decided to stop enforcing the individual mandate that was the underpinning of the ACA. That has resulted in insurance companies all across the country jacking their rates up, explicitly because they don't believe that healthy people will buy insurance.""",Chris Murphy,"July 10, 2017",barely-true
1326,Lauren Carroll,"Says Barack Obama found out about Russia ""in August. Now, the election was in November. That's a lot of time. He did nothing about it.""",Donald Trump,"July 10, 2017",barely-true
1327,Mark Dent,"""Sanctuary cities are extremely dangerous.""",Pat Toomey,"July 8, 2017",barely-true
1328,Louis Jacobson,"""Gas prices are the lowest in the U.S. in over ten years!""",Donald Trump,"July 6, 2017",barely-true
1329,Chris Nichols,"""I have seen crime increase in every major metropolitan area (in California) … Crime is on the rise in every major market.""",Travis Allen,"July 3, 2017",barely-true
1330,Jon Greenberg,"""There is no reason for anybody to be losing any of their current benefits under Medicaid.""",Marco Rubio,"June 30, 2017",barely-true
1331,Tom Kertscher,"When he was Milwaukee County executive, ""eight years in a row we pushed through budgets that did not increase the tax levy from the previous year.""",Scott Walker,"June 30, 2017",barely-true
1332,Amy Sherman,"""Actually, on some procedures, you're more likely to die if you're on Medicaid than if you're uninsured.""",Michael Needham,"June 28, 2017",barely-true
1333,Jon Greenberg,"Says the CBO said ""it's not that people are getting pushed off a plan; it's that people will choose not to buy something they don't like or want.""",Paul Ryan,"June 28, 2017",barely-true
1334,Allison Graves,"""We are seeing poverty being reduced in south St. Pete at a number larger than the national average, the state average, county or Tampa and Jacksonville.""",Rick Kriseman,"June 27, 2017",barely-true
1335,Jon Greenberg,"There ""are not cuts to Medicaid"" in the GOP health care proposals.",Kellyanne Conway,"June 26, 2017",barely-true
1336,Manuela Tobias,"""I can say that the people that have been hired (for the independent Russia investigation) are all Hillary Clinton supporters, some of them worked for Hillary Clinton.""",Donald Trump,"June 26, 2017",barely-true
1337,Joshua Gillin,"""If you became a Medicaid recipient through the Obamacare expansion, you are grandfathered in.""",Kellyanne Conway,"June 25, 2017",barely-true
1338,Jon Greenberg,Obamacare has led to fewer health insurance options for millions of Americans.,Donald Trump,"June 21, 2017",barely-true
1339,W. Gardner,"Says Barack Obama ""acknowledged over 20 times"" that his administration’s Deferred Action for Parents of Americans ""immigration edict was a violation of law and the separation of powers.""",Ken Paxton,"• June 21,",barely-true
1340,Tom Kertscher,"""Docs: Wisconsin Governor Scott Walker took $1 million from a pro-Putin Ukrainian businessman—last election cycle.""",Tweets,"June 21, 2017",barely-true
1341,Louis Jacobson,"""The new Rasmussen Poll, one of the most accurate in the 2016 Election, just out with a Trump 50% Approval Rating. That's higher than O's #'s!""",Donald Trump,"June 19, 2017",barely-true
1342,Dan Clark,"A national paid leave program ""would potentially put into the economy $21 billion dollars annually.""",Kirsten Gillibrand,"June 15, 2017",barely-true
1343,Jon Greenberg,"""Two million more people just dropped out of Obamacare. It is in a death spiral.""",Donald Trump,"June 14, 2017",barely-true
1344,John Kruzel,"Says Iran has ""violated the terms of the (nuclear) deal.""",Karen Handel,"June 14, 2017",barely-true
1345,Amy Sherman,"Says his campaign has received donations from ""more than 7,000 contributors.""",Andrew Gillum,"June 14, 2017",barely-true
1346,Louis Jacobson,"Rare is the president ""who's passed more legislation, who's done more things than what we've done, between the executive orders and the job-killing regulations that have been terminated.""",Donald Trump,"June 13, 2017",barely-true
1347,Tom Kertscher,"""The best estimate is that 200,000 people in Wisconsin were either denied or chilled in their efforts to vote"" in the 2016 presidential election.",Hillary Clinton,"June 9, 2017",barely-true
1348,Louis Jacobson,"""Since the fourth quarter of last year until most recently, we've added almost 50,000 jobs in the coal sector. In the month of May alone, almost 7,000 jobs.""",Scott Pruitt,"June 5, 2017",barely-true
1349,John Kruzel,"""A majority of President Trump's supporters and voters wanted (the United States) to stay in"" the Paris Agreement.",Al Gore,"June 5, 2017",barely-true
1350,Smitha Rajan,"Says President Donald ""Trump’s budget gives a $100 billion tax break to three of the wealthiest families.""",Bernie Sanders,"May 31, 2017",barely-true
1351,Chris Nichols,"California Gov. Jerry Brown’s budget ""cuts funds for local tree mortality efforts from $52.7 million to just $2 million.""",Jim Patterson,"May 25, 2017",barely-true
